experience,country,education,languages,frameworks,company_size,salary_usd
34,UK,Masters,"Swift, Swift","React, Vue",1-10,180600
28,USA,Bachelors,"PHP, Python","React, Vue",1-10,201838
22,France,Bachelors,"Java, C#","Flask, Spring",11-50,115225
33,USA,Bachelors,"Python, Rust","Express, Ruby on Rails",51-200,223068
16,USA,Bachelors,"Python, PHP","Express, Django",1-10,111136
2,USA,Bachelors,"PHP, Java","Django, Django",51-200,103263
4,USA,Masters,"Python, Rust","React, Django",201-1000,92311
14,Germany,Masters,"C++, Go","Flask, Laravel",51-200,101425
16,Germany,Some College,"JavaScript, JavaScript","React, ASP.NET",11-50,121730
13,USA,Bachelors,"Java, Rust","Express, Spring",5000+,171410
6,USA,Masters,"Rust, Swift","Laravel, Django",1-10,122320
28,UK,Bachelors,"Java, Python","Django, React",11-50,145203
17,USA,Masters,"Swift, C#","Express, React",51-200,175402
3,USA,Bachelors,"Rust, Java","Express, Django",201-1000,97196
25,USA,Bachelors,"Java, Swift","Spring, Angular",1001-5000,157085
25,India,Bachelors,"Rust, Rust","Vue, Django",11-50,105243
19,UK,Bachelors,"C++, C++","Spring, ASP.NET",51-200,128067
24,USA,Some College,"C++, JavaScript","Spring, Vue",201-1000,191544
36,USA,Bachelors,"Swift, Ruby","Laravel, Flask",1001-5000,174773
21,Canada,Masters,"Swift, PHP","Express, Ruby on Rails",5000+,144341
9,India,Masters,"Java, Swift","Django, Flask",5000+,77020
13,UK,Bachelors,"PHP, Go","Angular, Ruby on Rails",5000+,91456
25,UK,Masters,"PHP, PHP","Flask, React",11-50,163408
14,Germany,Masters,"JavaScript, Rust","Ruby on Rails, Django",5000+,148673
37,Germany,Bachelors,"Rust, Ruby","Ruby on Rails, Spring",51-200,148128
11,USA,Bachelors,"Java, Rust","Django, Express",51-200,116099
10,USA,Some College,"Rust, C#","ASP.NET, Ruby on Rails",1001-5000,139235
27,Canada,Bachelors,"C++, PHP","Laravel, Flask",201-1000,157740
7,USA,Bachelors,"Ruby, JavaScript","Spring, React",51-200,118429
0,UK,Masters,"PHP, Ruby","Angular, Laravel",1001-5000,62478
34,India,Masters,"PHP, Swift","React, Ruby on Rails",1001-5000,136764
26,UK,Masters,"JavaScript, Java","Angular, Ruby on Rails",5000+,186591
31,Brazil,Masters,"Ruby, C#","Django, Flask",201-1000,137091
11,Canada,Masters,"C++, PHP","Flask, Express",51-200,107004
1,India,Bachelors,"Go, Rust","Vue, Flask",51-200,19551
22,USA,High School,"Rust, Java","Django, Express",1001-5000,154114
36,UK,Bachelors,"JavaScript, Java","ASP.NET, Django",51-200,198034
0,USA,High School,"Rust, Rust","React, Vue",51-200,79165
18,USA,Masters,"C#, Swift","Ruby on Rails, Angular",5000+,152609
20,USA,Bachelors,"Ruby, C#","Django, React",5000+,195617
10,France,High School,"C++, JavaScript","Express, Express",1-10,73007
39,USA,Masters,"Swift, Go","ASP.NET, Vue",1-10,207489
17,Canada,High School,"Go, JavaScript","Flask, Django",1001-5000,90678
11,India,Bachelors,"Swift, Go","Laravel, Angular",5000+,68474
16,India,Masters,"PHP, Go","Flask, Django",51-200,84772
23,Canada,Bachelors,"Ruby, C++","Vue, Express",1001-5000,107851
25,Singapore,Masters,"Swift, PHP","Angular, Angular",201-1000,140046
32,Germany,Bachelors,"Ruby, Rust","React, Spring",1-10,135645
36,UK,Bachelors,"Rust, JavaScript","Express, Spring",1-10,194426
6,USA,Bachelors,"PHP, C++","ASP.NET, Ruby on Rails",1001-5000,106785
4,USA,Bachelors,"PHP, Go","Express, Vue",5000+,95334
8,USA,Bachelors,"C++, Python","Laravel, Angular",1-10,103970
6,Canada,Bachelors,"Go, C#","Django, Laravel",51-200,85087
37,UK,Masters,"Rust, Rust","Angular, Ruby on Rails",11-50,153915
25,USA,Bachelors,"Go, C++","Express, Laravel",1001-5000,149917
9,India,Masters,"PHP, C++","Spring, React",11-50,58787
14,France,Bachelors,"Ruby, Ruby","Vue, Vue",5000+,113878
23,Germany,Some College,"PHP, C++","Django, React",1-10,141215
8,Canada,Masters,"Rust, C#","ASP.NET, Flask",201-1000,94331
21,USA,Bachelors,"Ruby, Swift","Express, ASP.NET",201-1000,182325
0,USA,Bachelors,"Rust, Go","Spring, Ruby on Rails",1001-5000,81049
1,India,Masters,"Python, Ruby","Express, Spring",1-10,28237
32,Germany,Bachelors,"Ruby, JavaScript","Spring, Laravel",51-200,144500
26,USA,Bachelors,"C++, Swift","React, Laravel",201-1000,191070
35,USA,Masters,"Python, Rust","ASP.NET, Flask",5000+,184516
32,USA,Masters,"PHP, C#","Flask, ASP.NET",1001-5000,235011
19,USA,Some College,"Java, Go","Express, Spring",201-1000,171699
13,Germany,Bachelors,"Python, C#","ASP.NET, ASP.NET",1-10,95309
36,USA,Some College,"Go, Swift","Django, Spring",1001-5000,162412
39,Germany,Bachelors,"JavaScript, Go","Spring, Express",11-50,204554
37,India,Some College,"JavaScript, PHP","Express, Angular",1001-5000,137283
1,Canada,Bachelors,"Rust, C++","Express, Django",5000+,63274
22,USA,High School,"Swift, JavaScript","Ruby on Rails, Angular",201-1000,176621
11,Canada,Bachelors,"Python, Go","Laravel, Flask",5000+,106820
36,USA,Bachelors,"PHP, C++","Django, Flask",1001-5000,179091
34,USA,High School,"Rust, Java","Angular, Ruby on Rails",11-50,189446
7,Australia,Some College,"Ruby, C#","Spring, Flask",5000+,74295
37,UK,Masters,"Ruby, PHP","Laravel, ASP.NET",51-200,174406
38,Germany,PhD,"Python, Go","Django, Spring",201-1000,226081
1,Canada,Masters,"Ruby, JavaScript","Vue, ASP.NET",1001-5000,77394
12,USA,Some College,"Rust, Rust","Express, Spring",1001-5000,126896
15,USA,Some College,"Ruby, Python","React, React",201-1000,157831
38,USA,Bachelors,"Java, Swift","ASP.NET, Django",1001-5000,167378
27,Brazil,Bachelors,"Rust, Java","Laravel, Angular",5000+,157307
10,Canada,Bachelors,"Java, JavaScript","Angular, React",1-10,95401
17,Canada,Bachelors,"Java, C++","Vue, Django",5000+,117117
23,Canada,Masters,"Python, Python","React, Spring",1-10,146321
26,USA,Bachelors,"Rust, C#","ASP.NET, React",5000+,159407
10,France,Masters,"Rust, Go","Flask, Django",51-200,86840
3,USA,Bachelors,"JavaScript, Go","Angular, Angular",5000+,97394
1,France,Masters,"Swift, C++","Django, Express",1-10,67177
36,Brazil,Bachelors,"C#, PHP","Express, React",1-10,136207
20,India,PhD,"Go, Java","React, Ruby on Rails",1-10,108546
35,France,Masters,"C#, Swift","Django, Ruby on Rails",1-10,177638
36,USA,Bachelors,"C#, Rust","Angular, Express",51-200,177295
8,India,Bachelors,"PHP, Java","Vue, React",1001-5000,46118
35,Germany,Bachelors,"C#, JavaScript","Angular, Vue",5000+,203355
29,USA,Bachelors,"C++, C++","Vue, Vue",1001-5000,165358
3,France,Bachelors,"C++, Python","Django, Express",51-200,69205
32,Germany,Masters,"Python, Swift","ASP.NET, Vue",51-200,178596
3,USA,Bachelors,"JavaScript, Rust","Express, Laravel",51-200,83374
16,Australia,Bachelors,"Ruby, JavaScript","Express, Spring",1-10,95359
14,Singapore,Bachelors,"JavaScript, Swift","Vue, Angular",1-10,82813
20,UK,Bachelors,"C++, C++","Ruby on Rails, Ruby on Rails",51-200,104771
8,France,Masters,"Java, Python","Django, Angular",201-1000,82983
29,Canada,Bachelors,"Ruby, Python","React, Express",1-10,152501
36,France,Bachelors,"Python, JavaScript","Laravel, Express",201-1000,136655
38,USA,Bachelors,"Java, C++","Express, Vue",11-50,173072
37,Australia,Bachelors,"Java, Ruby","Spring, React",5000+,168919
18,Germany,Bachelors,"Java, C++","Django, Vue",201-1000,112073
19,Singapore,Bachelors,"Swift, Swift","Flask, Laravel",11-50,122820
18,France,High School,"Rust, Java","Spring, Spring",51-200,91742
29,USA,Masters,"JavaScript, C#","Flask, ASP.NET",201-1000,182296
12,Australia,Masters,"Go, Go","React, Vue",11-50,113938
33,USA,Bachelors,"C++, C++","Vue, Angular",1001-5000,161086
33,USA,Bachelors,"C#, JavaScript","React, Flask",1-10,152324
2,India,Masters,"C++, Python","Angular, Flask",1001-5000,35442
11,UK,Bachelors,"C++, JavaScript","Angular, Flask",11-50,89982
14,Canada,Masters,"Ruby, Java","Express, Vue",201-1000,131491
30,USA,Bachelors,"Go, Rust","React, ASP.NET",1-10,214704
34,USA,Bachelors,"C#, Rust","Laravel, Ruby on Rails",11-50,229023
7,France,Masters,"C#, JavaScript","Spring, React",5000+,94829
18,USA,Bachelors,"Python, Go","Vue, Vue",51-200,172655
9,USA,Masters,"Swift, Java","Express, Express",51-200,132130
14,Germany,Bachelors,"PHP, PHP","React, ASP.NET",11-50,97739
26,UK,Masters,"JavaScript, Swift","React, Express",51-200,177002
35,USA,Some College,"Java, C#","Flask, Flask",51-200,161499
26,India,Masters,"Ruby, C++","Express, Django",11-50,99741
39,USA,Masters,"Rust, C#","Vue, Angular",1001-5000,231886
19,USA,Some College,"PHP, C++","React, Spring",1001-5000,162983
4,Canada,High School,"Python, C#","Laravel, Express",11-50,77022
33,Australia,Bachelors,"C++, C++","Spring, Spring",1001-5000,166896
38,France,Masters,"Java, PHP","Flask, ASP.NET",5000+,169776
10,Japan,Bachelors,"Swift, PHP","Laravel, Express",1-10,92427
38,UK,Masters,"Go, JavaScript","Laravel, ASP.NET",51-200,151252
18,USA,Bachelors,"JavaScript, C++","Ruby on Rails, Vue",11-50,170036
25,UK,Masters,"Python, Rust","ASP.NET, Spring",1-10,165757
40,Canada,Bachelors,"Rust, Python","Spring, Spring",5000+,170450
17,USA,Masters,"Ruby, JavaScript","ASP.NET, Spring",5000+,181219
30,Japan,Masters,"Swift, C#","Laravel, Flask",5000+,163400
18,Singapore,Masters,"Java, C++","Express, Ruby on Rails",1001-5000,106892
22,USA,Masters,"JavaScript, Ruby","Angular, Express",201-1000,173526
33,Canada,Bachelors,"PHP, Ruby","ASP.NET, Laravel",1-10,176984
21,USA,Bachelors,"PHP, Ruby","Ruby on Rails, React",1001-5000,182096
11,USA,High School,"Swift, Go","Vue, Angular",51-200,135490
40,India,Masters,"C#, JavaScript","Express, ASP.NET",1001-5000,172985
40,USA,Bachelors,"Ruby, Go","ASP.NET, Laravel",1001-5000,186215
19,France,Bachelors,"Java, C++","Laravel, Django",51-200,91556
9,Germany,Masters,"Java, Swift","Laravel, Ruby on Rails",51-200,103216
35,USA,Bachelors,"Java, JavaScript","Laravel, Django",201-1000,210966
39,USA,Bachelors,"Java, Swift","Ruby on Rails, Spring",1-10,183254
40,Canada,Bachelors,"Swift, Python","Flask, Angular",1001-5000,186506
39,USA,Bachelors,"JavaScript, Python","Flask, ASP.NET",51-200,225876
33,USA,High School,"Ruby, Rust","React, Express",5000+,193717
35,USA,Bachelors,"Rust, Swift","Spring, Vue",51-200,158679
18,USA,High School,"PHP, JavaScript","Flask, Spring",11-50,163173
5,USA,Some College,"Go, C#","Spring, Ruby on Rails",1-10,88032
3,Australia,Bachelors,"Go, Java","Vue, Laravel",1001-5000,66380
30,USA,Masters,"C++, PHP","Angular, React",1001-5000,167388
25,Japan,Bachelors,"C#, C++","Ruby on Rails, Spring",11-50,142511
28,India,Bachelors,"Go, PHP","Vue, Angular",201-1000,107832
24,UK,Masters,"Swift, C#","ASP.NET, Laravel",51-200,135965
19,USA,Some College,"Python, C#","Django, Spring",5000+,171734
16,USA,Bachelors,"Ruby, C#","Spring, Express",1001-5000,119388
23,India,Bachelors,"C#, PHP","Ruby on Rails, Flask",201-1000,68417
5,UK,Masters,"Rust, Swift","Laravel, Flask",1-10,82055
10,USA,Masters,"Go, Ruby","Express, Laravel",1-10,136806
27,USA,Bachelors,"C#, Go","Express, Express",1001-5000,161722
35,Brazil,Some College,"C#, Rust","Laravel, ASP.NET",5000+,167424
27,France,Masters,"C#, C#","Laravel, React",1001-5000,119909
26,Australia,Bachelors,"Python, C++","Django, Angular",1001-5000,102488
27,Japan,Masters,"JavaScript, PHP","ASP.NET, Angular",11-50,113115
39,USA,Bachelors,"Rust, Go","Flask, ASP.NET",11-50,219541
33,USA,Masters,"Ruby, JavaScript","Angular, Vue",1001-5000,211028
35,India,Masters,"Python, JavaScript","Ruby on Rails, Express",51-200,130278
36,India,Masters,"PHP, Java","Express, Vue",1-10,139668
39,USA,PhD,"Rust, PHP","Flask, Ruby on Rails",201-1000,223366
8,Singapore,Bachelors,"PHP, Go","Express, Express",1-10,85991
37,USA,Bachelors,"C++, Rust","Laravel, Spring",1-10,210001
26,UK,Bachelors,"Java, Ruby","Angular, ASP.NET",1001-5000,154721
27,India,Bachelors,"C#, Rust","Django, ASP.NET",11-50,113057
3,USA,Bachelors,"C#, Python","Express, Express",51-200,115391
26,USA,Masters,"Swift, Rust","Express, Flask",1-10,180013
31,India,Bachelors,"Ruby, Ruby","React, React",11-50,123844
18,Germany,Masters,"Python, Ruby","ASP.NET, Ruby on Rails",11-50,133782
31,France,Some College,"PHP, C++","Django, Laravel",11-50,132889
19,UK,Bachelors,"Python, C++","Laravel, Express",51-200,121210
3,Australia,Bachelors,"JavaScript, JavaScript","Ruby on Rails, Express",1001-5000,69261
17,Japan,Masters,"PHP, Rust","Flask, Spring",1-10,127140
11,USA,Masters,"Swift, C++","ASP.NET, Laravel",11-50,127496
22,India,Bachelors,"C#, Swift","Ruby on Rails, Vue",1-10,91539
12,USA,Bachelors,"Swift, Rust","Django, Vue",11-50,106686
14,UK,Some College,"Java, PHP","Spring, Vue",51-200,99350
10,Canada,Bachelors,"Go, Rust","Express, ASP.NET",201-1000,89329
13,USA,Masters,"Ruby, Ruby","Express, Spring",1001-5000,163925
1,USA,Bachelors,"PHP, JavaScript","Vue, Flask",5000+,102818
1,Canada,Bachelors,"Go, PHP","React, Vue",1001-5000,54432
15,USA,Masters,"Python, JavaScript","Ruby on Rails, Spring",1-10,162588
15,USA,Some College,"Rust, Python","React, Express",1-10,141737
5,Germany,Bachelors,"C#, Rust","Ruby on Rails, React",5000+,101880
38,USA,Masters,"JavaScript, Python","Express, Spring",1001-5000,250450
3,USA,Bachelors,"JavaScript, C#","Vue, Laravel",5000+,134845
23,USA,Masters,"Go, C++","Spring, Laravel",1-10,157159
27,USA,Masters,"Ruby, Rust","Express, Django",201-1000,202551
14,USA,Some College,"Rust, C++","Laravel, React",11-50,141867
15,USA,Masters,"Java, Java","Spring, Ruby on Rails",5000+,164104
2,USA,Masters,"JavaScript, PHP","Spring, Spring",1001-5000,95568
21,Canada,Masters,"JavaScript, C#","Flask, Angular",1-10,143449
28,France,Masters,"Ruby, Rust","Ruby on Rails, Ruby on Rails",201-1000,150107
35,Canada,Some College,"JavaScript, Ruby","Vue, Spring",5000+,190563
1,USA,Bachelors,"Swift, C#","Laravel, Spring",11-50,76519
23,UK,Bachelors,"Ruby, Java","Ruby on Rails, Vue",1001-5000,124991
0,Germany,Bachelors,"JavaScript, C++","Django, Express",11-50,56736
22,USA,Bachelors,"Ruby, Swift","Vue, Ruby on Rails",1-10,132041
39,India,Masters,"C#, Python","Flask, React",11-50,118538
40,India,Masters,"Python, PHP","Django, Vue",5000+,183669
22,USA,Bachelors,"Swift, JavaScript","Express, React",1-10,140882
9,UK,Bachelors,"Ruby, Ruby","Django, ASP.NET",5000+,113131
13,USA,Bachelors,"Java, Rust","Spring, Angular",5000+,169816
10,Australia,High School,"Java, JavaScript","Flask, Spring",1-10,86887
35,Germany,Bachelors,"Go, PHP","Spring, Vue",1-10,137763
40,India,Bachelors,"Java, JavaScript","ASP.NET, Vue",201-1000,152346
7,USA,Bachelors,"Java, C++","Express, Express",11-50,109058
29,USA,Masters,"JavaScript, C++","React, Ruby on Rails",11-50,164281
12,Germany,Bachelors,"Ruby, JavaScript","Angular, Django",201-1000,89971
34,USA,Bachelors,"Swift, C#","Django, Express",201-1000,154390
11,USA,Bachelors,"PHP, Swift","Vue, Ruby on Rails",1-10,133124
38,India,Bachelors,"PHP, C++","Vue, Spring",1001-5000,142462
14,Canada,Bachelors,"C++, PHP","Flask, Ruby on Rails",201-1000,87180
32,USA,Masters,"Go, Ruby","Vue, Django",5000+,250501
14,India,Masters,"Java, Ruby","Flask, Express",1-10,70207
14,India,Bachelors,"Swift, JavaScript","ASP.NET, Django",201-1000,53577
2,Japan,Some College,"PHP, Ruby","Vue, Spring",51-200,64400
27,USA,High School,"Java, JavaScript","Flask, Flask",51-200,195608
28,USA,Masters,"C#, Python","Ruby on Rails, React",1-10,160737
29,Canada,Masters,"C++, Swift","Vue, Ruby on Rails",51-200,153498
35,France,Bachelors,"C++, C++","ASP.NET, Spring",51-200,132287
28,Australia,Bachelors,"Java, Swift","React, Express",5000+,143468
22,USA,Bachelors,"Java, Python","Vue, Laravel",1-10,139818
26,Germany,Bachelors,"Swift, JavaScript","React, React",201-1000,138622
23,Canada,Masters,"JavaScript, Ruby","Django, Angular",1001-5000,138687
19,Canada,Bachelors,"C++, Java","ASP.NET, Django",51-200,127063
5,USA,Bachelors,"Java, PHP","Laravel, Express",51-200,107559
20,India,High School,"JavaScript, Swift","Spring, Vue",11-50,78093
24,USA,Bachelors,"Swift, Ruby","Laravel, Express",51-200,179352
6,USA,Masters,"Swift, JavaScript","Ruby on Rails, Vue",11-50,118906
14,Germany,Bachelors,"C#, Ruby","Ruby on Rails, Ruby on Rails",51-200,112412
32,India,Masters,"Go, Java","Ruby on Rails, Spring",1001-5000,133453
39,Canada,Masters,"C#, Go","Django, Spring",1001-5000,209355
24,USA,PhD,"Java, JavaScript","Laravel, Laravel",51-200,196324
19,USA,Masters,"Swift, C#","Express, Angular",11-50,157723
26,Australia,Bachelors,"Ruby, Go","Vue, Angular",11-50,145761
5,USA,Bachelors,"Rust, PHP","Vue, Angular",1-10,89240
19,USA,Bachelors,"Go, Rust","Spring, ASP.NET",51-200,159658
4,USA,Masters,"Rust, Go","Flask, ASP.NET",201-1000,110254
34,India,High School,"Rust, PHP","Angular, Flask",1-10,119538
6,USA,Masters,"Java, Rust","Flask, Vue",11-50,105938
17,USA,Bachelors,"Ruby, Swift","Angular, Vue",201-1000,166248
20,Australia,Bachelors,"JavaScript, Go","Vue, Ruby on Rails",11-50,131800
31,France,Bachelors,"Ruby, Ruby","Ruby on Rails, Ruby on Rails",1-10,147010
28,Germany,Some College,"Go, Go","Vue, Flask",51-200,120616
19,France,Masters,"PHP, C#","ASP.NET, Flask",51-200,117660
31,India,Bachelors,"Python, Rust","Flask, Ruby on Rails",1001-5000,96461
3,India,Masters,"Java, Go","Spring, Django",1-10,35593
12,Japan,Some College,"Swift, Rust","Spring, Laravel",1001-5000,99196
7,UK,Bachelors,"C++, Python","Express, Spring",1-10,71664
0,USA,Bachelors,"Go, C++","Spring, React",11-50,96121
36,USA,Bachelors,"Ruby, C#","Ruby on Rails, Express",5000+,174240
6,Canada,Masters,"PHP, Java","Ruby on Rails, Django",51-200,90167
31,India,Bachelors,"Swift, Go","ASP.NET, Ruby on Rails",51-200,100271
33,Germany,Bachelors,"Java, PHP","React, Angular",5000+,206855
25,Japan,Masters,"C#, JavaScript","Flask, ASP.NET",5000+,135203
27,Canada,Bachelors,"Go, Go","Django, Spring",5000+,149241
16,India,Masters,"PHP, PHP","Django, React",1-10,82046
17,Germany,Masters,"PHP, Java","ASP.NET, Spring",51-200,122022
40,Singapore,Masters,"Rust, JavaScript","React, Vue",5000+,203814
0,USA,Bachelors,"C++, PHP","Angular, Angular",1001-5000,73476
16,Brazil,Bachelors,"Python, Rust","ASP.NET, React",5000+,119482
36,USA,Masters,"C#, JavaScript","Django, Spring",1-10,237374
5,USA,Bachelors,"C#, Rust","Vue, Ruby on Rails",1001-5000,87109
14,USA,Masters,"C#, Python","Angular, Flask",51-200,144617
16,USA,Bachelors,"Ruby, Swift","React, React",201-1000,147290
4,Germany,Bachelors,"Swift, Rust","Spring, Vue",5000+,91065
23,Singapore,High School,"C#, Ruby","React, Ruby on Rails",201-1000,97576
31,Canada,Bachelors,"Ruby, Go","Laravel, Angular",1-10,144915
6,Australia,Bachelors,"C++, Go","Express, Vue",1001-5000,62586
31,USA,Bachelors,"C++, Rust","Laravel, Django",51-200,206158
19,Brazil,Masters,"C++, Rust","React, ASP.NET",1001-5000,132587
11,Germany,Bachelors,"Go, Swift","Ruby on Rails, Spring",5000+,114357
24,Japan,High School,"Python, Java","Laravel, React",1001-5000,140603
34,Japan,Bachelors,"C#, Ruby","Vue, React",1001-5000,144268
16,Canada,Bachelors,"Java, Ruby","Angular, Angular",1-10,116479
6,Canada,Masters,"Go, C++","Flask, Django",1001-5000,72896
13,USA,Bachelors,"C++, Swift","Laravel, Ruby on Rails",1-10,103372
2,USA,Bachelors,"Ruby, Go","Django, Vue",5000+,117183
32,USA,Bachelors,"C++, JavaScript","React, React",201-1000,157513
34,Canada,Some College,"Python, JavaScript","Laravel, React",11-50,176294
19,India,Masters,"Go, Java","Django, React",201-1000,65958
23,USA,Some College,"Java, Go","ASP.NET, Flask",201-1000,131051
30,USA,Bachelors,"C++, Swift","Angular, React",11-50,214037
39,USA,Masters,"Go, Go","Angular, Spring",11-50,222981
22,USA,Masters,"Java, Java","Ruby on Rails, Angular",1001-5000,160009
33,USA,Masters,"Java, JavaScript","Ruby on Rails, ASP.NET",5000+,245440
2,Germany,Masters,"Swift, Swift","ASP.NET, Flask",5000+,93999
20,Brazil,Masters,"Ruby, C#","Ruby on Rails, Django",1-10,115709
18,USA,Masters,"PHP, PHP","ASP.NET, Vue",51-200,160495
22,Japan,Bachelors,"C#, C++","ASP.NET, Flask",11-50,112845
1,USA,Some College,"C#, JavaScript","Vue, Laravel",1001-5000,103866
19,USA,Bachelors,"JavaScript, Python","Django, React",1001-5000,174368
4,Australia,Some College,"Java, Python","Vue, Vue",5000+,79760
36,Australia,Masters,"C#, Java","Ruby on Rails, Flask",5000+,181797
15,USA,Masters,"Ruby, JavaScript","Angular, ASP.NET",1001-5000,127429
10,USA,Some College,"Swift, JavaScript","Spring, ASP.NET",5000+,156974
32,USA,Some College,"PHP, Swift","React, React",1001-5000,193610
